Points in r1,Points in r2,Points in r3,Points in r4,Points in r5,Points in r6,Points in r7,Distance from closest point,Population ,Average Age,Average Household Income ,Activity
9,9,26,71,106,146,237,0.0578014,34221,28,182927.31,1
0,0,0,1,1,2,4,2.4596748,13117,41,90426.02,0
7,7,11,15,24,59,160,0.0806226,6232,39,128184,1
0,0,0,0,1,1,4,6.4404969,9546,34,147858.21,0
0,0,0,0,0,1,3,8.0107258,7394,38,87500,0
2,2,2,4,8,33,158,0.0133417,32393,30,142538.14,1
1,2,8,12,24,47,166,0.1297575,32393,30,142538.14,1
0,0,0,0,1,2,6,6.0811183,7820,32,103761.97,0
0,0,0,3,4,5,13,2.3636279,27534,32,132468,0
0,0,0,0,0,0,7,10.966385,12356,37,101759,0
0,0,0,1,7,33,179,3.0370104,11344,32,162709.06,0
0,0,0,0,1,1,7,6.5620119,9546,34,147858.21,0
0,0,0,0,0,2,26,9.5998096,9809,40,146348,0
0,0,0,0,0,2,4,7.823682,11251,41,106476,0
0,0,0,1,1,2,6,4.9862155,23639,42,90300,0
0,0,0,0,0,0,8,12.7667474,8748,32,158305,0
0,0,4,29,60,140,244,1.4214809,34221,28,182927.31,0
0,0,0,0,0,0,6,10.1530794,27338,37,136748,1
0,0,0,0,1,2,7,5.6462377,32393,30,142538.14,0
0,0,0,0,0,0,1,15.2013157,11251,41,106476,0
0,0,0,0,0,2,10,9.8886471,11258,38,116987,0
0,0,0,0,0,1,2,9.2021737,6513,35,102979.26,0
0,0,0,1,2,4,11,4.68188,11311,34,124159,0
0,0,0,1,1,1,3,2.2803509,16871,35,144796,0
0,0,0,0,1,4,11,6.2513998,9546,34,147858.21,0
1,1,1,1,1,1,10,0.3096853,6232,39,128184,0
0,0,0,0,1,2,10,5.9059292,32393,30,142538.14,0
0,0,0,0,0,0,6,10.1513546,12356,37,101759,0
0,0,0,0,1,1,4,6.736809,11914,38,107411.92,0
1,1,1,2,2,7,14,0.0151327,8283,36,117590.58,1
0,0,0,1,1,1,13,3.4481879,16734,38,150821.66,0
0,0,0,0,1,2,5,6.4845971,8779,39,102729.61,0
0,0,0,1,2,2,4,4.8041649,5023,39,111509.65,0
0,0,0,0,0,0,3,10.1530794,27338,37,136748,1
0,0,0,3,7,8,13,3.1317434,8283,36,117590.58,0
0,0,0,0,0,1,3,9.3646361,6232,39,128184,0
0,1,1,6,11,22,133,0.8123733,32144,30,169577.18,1
1,1,9,50,74,119,236,0.3354607,18614,30,169443.96,1
0,0,0,1,3,4,18,2.1633308,11311,34,124159,0
1,3,6,34,48,123,216,0,34221,28,182927.31,1
0,0,0,6,8,11,21,2.9304131,12210,31,131646.75,0
0,0,0,0,1,1,6,5.0990195,17870,41,143598.91,0
0,0,0,0,0,0,1,13.4733069,6513,35,102979.26,0
0,0,0,1,1,1,3,4.2190046,3549,42,90300,0
0,0,0,0,0,0,3,13.5723985,11251,41,106476,0
0,0,0,0,1,2,5,6.8569031,15069,44,100927.19,0
0,0,0,0,0,3,17,7.1445751,11311,34,124159,0
0,0,0,0,1,3,11,5.5237629,32393,30,142538.14,0
0,0,0,1,1,1,5,2.6248809,5023,39,111509.65,0
0,1,1,3,4,6,13,0.9802923,8283,36,117590.58,0
0,0,0,0,0,0,2,10.6526992,11251,41,106476,0
0,0,0,0,0,0,1,17.4450566,39305,37,138248,0
0,0,0,0,1,4,10,5.1855569,16734,38,150821.66,0
0,0,0,0,1,2,5,6.8622154,27338,37,136748,0
0,16,23,47,66,100,234,0.7166345,36981,31,164856,1
1,2,5,24,61,89,237,0.2687043,36981,31,164856,1
0,0,0,1,2,2,6,4.1231056,11345,31,130480.48,0
0,0,0,1,1,1,5,3.8013156,12356,37,101759,0
0,0,1,1,2,3,10,1.3038405,20434,39,126866,0
0,0,10,49,87,158,246,1.0876213,18614,30,169443.96,0
0,0,0,0,0,3,31,7.7733849,18295,36,108496.35,0
17,18,22,42,57,94,231,0.0310161,36981,31,164856,1
0,0,0,0,1,1,12,6.090156,16734,38,150821.66,0
0,0,0,0,0,0,6,10.7154095,35035,40,108496.35,0
0,0,1,1,1,2,4,1.9416488,6232,39,128184,0
0,0,0,0,0,1,4,7.5,13117,41,90426.02,0
0,0,0,0,0,1,4,7.0604532,12356,37,101759,0
0,0,0,1,1,1,5,3.4058773,3549,42,90300,0
0,0,0,1,1,2,16,2.2,6191,37,123540,0
0,0,0,0,0,1,3,7.9924965,6513,35,102979.26,0
0,0,0,0,0,1,3,7.6321688,7492,41,87300,0
0,0,0,0,0,0,6,13.9556587,18295,36,108496.35,0
0,0,0,1,1,1,5,4.7539457,8924,42,125739.63,0
0,0,0,0,0,2,4,8.4387587,17870,41,143598.91,0
0,0,0,0,1,1,4,5.0159745,16871,35,144796,0
0,0,0,0,1,3,14,5.4129474,13117,41,90426.02,0
0,0,0,1,1,2,2,4.669047,16871,35,144796,0
0,0,0,1,1,2,7,2.7166155,5023,39,111509.65,0
0,0,0,0,1,4,7,5.8591808,20434,39,126866,0
0,0,0,0,0,1,5,9.3171884,8924,42,125739.63,0
0,0,0,1,1,1,3,4.7801674,12360,42,95556,0
0,0,0,6,8,14,127,2.8360476,32393,30,142538.14,1
0,0,0,1,1,1,4,4.8836462,12356,37,101759,0
0,2,2,15,89,113,204,0.6608669,34221,28,182927.31,1
0,0,1,3,3,4,20,1.1633043,26977,23,148577.18,0
0,0,0,0,0,0,5,10.1493842,15069,44,100927.19,0
0,0,0,1,1,1,2,4.494441,11914,38,107411.92,0
0,0,0,0,1,1,4,5.154837,35035,40,108496.35,0
0,0,0,0,0,0,5,11.6249731,18295,36,108496.35,0
0,0,0,0,0,3,16,8.1837618,11345,31,130480.48,0
0,0,0,1,1,1,6,4.8320385,17870,41,143598.91,0
0,0,0,0,0,1,5,9.9201814,17870,41,143598.91,0
0,0,0,0,0,4,15,7.2847618,9546,34,147858.21,0
0,0,0,3,3,5,8,3.9939966,20434,39,126866,0
0,0,0,0,1,2,8,6.9720872,15069,44,100927.19,0
0,0,0,0,0,2,4,8.0865104,23639,42,90300,0
0,0,0,1,2,4,44,2.5230616,32144,31,167577.18,0
0,0,0,0,1,1,13,6.3953108,12360,42,95556,0
0,0,0,0,0,1,15,9.0593777,6191,37,123540,1
0,0,0,3,3,5,28,4.2231154,9809,40,146348,0
0,0,0,0,2,8,24,5.3401477,26977,23,148577.18,0
0,0,0,0,1,1,1,5.2773099,27338,33,137513.32,0
0,0,0,0,0,0,2,13.9186925,6513,35,102979.26,0
0,0,0,0,0,1,24,9.6315744,5023,39,111509.65,0
0,0,0,0,0,0,4,12.0208153,11914,38,107411.92,0
0,0,0,0,0,1,28,7.8924014,9809,40,146348,0
0,0,0,1,3,35,165,2.8384168,34221,28,182927.31,0
0,4,9,12,24,53,168,0.6298352,32393,30,142538.14,1
0,0,0,12,19,70,227,2.7892612,32144,30,169577.18,0
0,0,0,1,1,1,4,3.7589892,8779,39,102729.61,0
0,4,17,33,64,121,229,0.8765444,34221,28,182927.31,1
0,0,0,0,0,3,14,7.3027392,12360,42,95556,0
0,0,0,0,1,1,8,5.6920998,12346,41,117432,0
0,0,0,0,0,0,4,10.6023582,17870,41,143598.91,0
0,0,0,1,5,6,65,3.5781594,6232,39,128184,0
0,0,0,0,0,2,8,8.8503024,6232,39,128184,0
0,0,0,0,0,3,8,7.8277973,12360,42,95556,0
0,0,0,0,0,0,1,11.3547347,16871,35,144796,1
0,0,0,0,0,1,2,7.6843998,7492,41,87300,0
0,0,0,1,1,1,8,3.671512,9546,34,147858.21,0
0,0,0,0,0,0,5,12.6649122,16871,35,144796,0
0,0,0,1,3,3,10,4.6097722,11258,38,116987,0
0,0,0,0,1,1,5,6.4498062,23639,42,90300,0
0,0,0,1,2,2,5,4.8466483,5023,39,111509.65,0
0,0,0,0,0,1,5,7.0064256,27338,37,136748,0
0,0,0,0,0,1,6,9.0796476,6191,37,123540,0
0,0,0,0,0,0,5,14.0625179,18295,36,108496.35,0
0,0,0,0,0,0,3,10.3870111,5023,39,111509.65,0
0,0,0,1,1,1,8,4.2520583,9546,34,147858.21,0
0,0,0,0,0,2,12,8.5428333,20434,39,126866,0
0,0,0,0,1,1,2,6.0827625,11914,38,107411.92,0
0,0,0,0,0,0,4,11.9520563,7394,38,87500,0
0,0,0,1,1,1,5,3.764306,6232,39,128184,0
0,0,0,0,0,1,23,7.2801099,32393,30,142538.14,0
0,0,0,0,0,0,3,11.5666611,7394,38,87500,0
2,5,18,76,103,149,242,0.0736817,34221,28,182927.31,1
0,0,0,0,1,2,15,5.7008771,17516,34,126162.82,0
0,0,0,1,4,4,10,4.414748,16734,38,150821.66,0
0,0,1,1,1,2,11,1.9422652,29708,32,152263,0
0,0,0,1,2,3,7,2.4698178,12360,42,95556,0
0,0,0,0,0,0,3,12.2016392,11251,41,106476,0
0,3,9,26,67,119,251,0.5791347,34221,28,182927.31,1
0,0,0,0,0,2,12,8.8803908,11258,38,116987,0
0,0,0,0,0,2,7,7.4641878,8924,42,125739.63,0
0,0,0,0,1,2,9,6.203225,32393,30,142538.14,0
0,0,0,0,1,1,8,6.9634761,16734,38,150821.66,0
0,0,0,0,1,2,9,6.8541958,12346,41,117432,0
0,2,5,33,61,92,221,0.7123854,36981,31,164856,1
1,3,14,32,45,105,225,0.1546254,34221,28,182927.31,1
0,0,0,0,1,2,6,6.8928674,27338,37,136748,0
0,0,0,1,1,2,8,3.0895178,15069,44,100927.19,0
0,0,0,0,0,0,5,11.7051625,23639,42,90300,0
1,1,1,1,1,2,7,0.0842057,11258,38,116987,1
0,0,1,1,1,1,5,1.6124515,3549,42,90300,0
0,0,0,1,7,19,106,4.8145888,6232,39,128184,0
0,0,0,2,2,2,6,3.5409616,18295,36,108496.35,0
4,4,28,63,100,146,236,0.007,34221,28,182927.31,1
0,0,0,1,1,2,4,4.7265209,18295,36,108496.35,0
0,0,0,0,1,1,3,5.6639209,11251,41,106476,0
0,0,0,1,1,1,4,4.1231056,3549,42,90300,0
0,0,0,0,0,0,5,11.7183617,8779,39,102729.61,1
0,0,0,0,0,0,4,13.2254168,7394,38,87500,0
0,0,0,0,0,0,4,15.4207652,16871,35,144796,0
0,0,0,0,0,1,7,8.0622577,32393,30,142538.14,0
0,0,0,1,3,3,7,2.8464733,12356,37,101759,0
0,0,0,0,1,1,5,5.60803,8779,39,102729.61,0
0,0,0,0,1,1,3,5.6309616,7394,38,87500,0
0,0,0,0,0,8,18,8.2492424,11311,34,124159,0
0,0,0,0,0,0,11,10.0180397,15069,44,100927.19,0
0,0,0,0,1,3,11,6.4604645,12360,42,95556,0
0,0,0,5,27,55,183,3.549974,11344,32,162709.06,1
0,0,0,0,0,1,3,8.9866018,35035,40,108496.35,0
0,0,1,1,1,2,3,1.4866069,9450,38,96353.24,0
0,0,0,0,0,1,4,8.4377561,7394,38,87500,0
0,0,0,0,0,1,4,8.7470192,35035,40,108496.35,0
0,0,0,0,1,1,5,5.4424259,9546,34,147858.21,0
0,0,0,0,2,2,4,6.23,7769,42,106839.01,0
0,0,0,0,0,2,3,7.7529174,7394,38,87500,0
0,0,0,0,1,2,13,6.987131,17516,34,126162.82,0
0,0,0,1,3,5,12,2.8817857,11258,38,116987,0
0,0,0,1,1,1,5,4.6270941,17870,41,143598.91,0
0,0,4,16,48,81,237,1.4540031,36981,31,164856,1
0,0,0,2,6,6,33,3.9854552,6232,39,128184,0
0,0,0,1,1,1,13,4.3863424,6191,37,123540,0
0,0,0,2,2,3,29,4.052477,29708,32,152263,0
0,0,0,0,0,1,11,9.3005376,11311,34,124159,0
0,0,0,0,0,1,9,9.0138782,17516,34,126162.82,0
17,17,22,41,58,90,231,0.1224132,36981,31,164856,1
0,0,1,14,20,36,126,1.4213603,6232,39,128184,0
0,1,1,6,14,27,217,0.8166439,32144,30,169577.18,1
0,0,0,0,1,1,9,6.574192,9546,34,147858.21,0
0,0,0,0,0,0,27,10.2346858,9809,40,146348,0
